sku_id,description,category,subcategory,launch_date,unit_cost,list_price
23512,EMBROIDERED RIBBON REEL ROSIE,Stationery & Cards,Embroidered,2011-09-22 14:10:00,1.14,2.08
23513,EMBROIDERED RIBBON REEL SUSIE,Stationery & Cards,Embroidered,2011-09-22 14:18:00,1.14,2.08
23514,EMBROIDERED RIBBON REEL SALLY,Stationery & Cards,Embroidered,2011-09-22 14:10:00,1.14,2.08
23515,EMBROIDERED RIBBON REEL DAISY,Stationery & Cards,Embroidered,2011-09-22 14:10:00,1.14,2.08
23516,EMBROIDERED RIBBON REEL SOPHIE,Stationery & Cards,Embroidered,2011-09-25 12:22:00,2.06,3.75
23517,EMBROIDERED RIBBON REEL REBECCA,Stationery & Cards,Embroidered,2011-09-22 12:23:00,1.59,2.89
23518,EMBROIDERED RIBBON REEL RACHEL,Stationery & Cards,Embroidered,2011-09-22 14:10:00,1.59,2.89
23519,EMBROIDERED RIBBON REEL CLAIRE,Stationery & Cards,Embroidered,2011-09-25 12:22:00,2.06,3.75
23520,EMBROIDERED RIBBON REEL RUBY,Stationery & Cards,Embroidered,2011-09-22 12:23:00,2.06,3.75
23521,WALL ART CAT AND BIRD,General Merchandise,Wall,2011-10-03 11:37:00,2.17,4.34
23522,WALL ART DOG AND BALL,General Merchandise,Wall,2011-10-03 11:01:00,1.44,2.89
23523,WALL ART TREASURE AHOY,General Merchandise,Wall,2011-10-03 11:37:00,1.88,3.75
23524,WALL ART HORSE & PONY,General Merchandise,Wall,2011-10-02 13:46:00,1.88,3.75
23525,WALL ART BUFFALO BILL,General Merchandise,Wall,2011-10-02 15:50:00,1.88,3.75
23526,WALL ART DOG LICENCE,General Merchandise,Wall,2011-10-03 11:01:00,2.98,5.95
23527,WALL ART ANIMALS AND NATURE,General Merchandise,Wall,2011-10-03 12:17:00,1.88,3.75
23528,WALL ART SPACEBOY,General Merchandise,Wall,2011-10-03 11:01:00,1.88,3.75
23529,WALL ART DOLLY GIRL,Toys & Games,Wall,2011-10-03 12:48:00,1.88,3.75
23530,WALL ART ONLY ONE PERSON,General Merchandise,Wall,2011-10-03 11:37:00,2.48,4.95
23531,WALL ART BIG LOVE,General Merchandise,Wall,2011-10-03 11:37:00,3.48,6.95
23532,WALL ART WORK REST AND PLAY,General Merchandise,Wall,2011-10-02 15:50:00,2.48,4.95
23533,WALL ART GARDEN HAVEN,Garden,Wall,2011-10-03 11:01:00,2.98,5.95
23534,WALL ART STOP FOR TEA,General Merchandise,Wall,2011-10-02 14:37:00,2.98,5.95
23535,WALL ART BICYCLE SAFETY,General Merchandise,Wall,2011-10-02 14:37:00,2.98,5.95
23536,WALL ART VILLAGE SHOW,General Merchandise,Wall,2011-10-03 13:49:00,2.98,5.95
23537,WALL ART I LOVE LONDON,General Merchandise,Wall,2011-10-03 14:52:00,2.48,4.95
23538,WALL ART VINTAGE HEART,General Merchandise,Wall,2011-10-03 11:37:00,2.48,4.95
23539,WALL ART LOVES' SECRET,General Merchandise,Wall,2011-10-02 15:50:00,2.98,5.95
23540,WALL ART THE MAGIC FOREST,General Merchandise,Wall,2011-10-03 14:34:00,3.48,6.95
23541,WALL ART CLASSIC PUDDINGS,General Merchandise,Wall,2011-10-02 14:37:00,4.12,8.25
23542,WALL ART 70'S ALPHABET,General Merchandise,Wall,2011-10-03 11:01:00,4.12,8.25
23543,WALL ART KEEP CALM,General Merchandise,Wall,2011-10-03 11:26:00,4.12,8.25
23544,WALL ART MID CENTURY MODERN,General Merchandise,Wall,2011-10-03 13:49:00,4.12,8.25
23545,WRAP RED VINTAGE DOILY,General Merchandise,Wrap,2011-07-20 13:30:00,0.21,0.42
23546,WRAP PAISLEY PARK,General Merchandise,Wrap,2011-07-19 11:57:00,0.21,0.42
23547,WRAP FLOWER SHOP,General Merchandise,Wrap,2011-07-20 14:39:00,0.21,0.42
23548,WRAP MAGIC FOREST,General Merchandise,Wrap,2011-07-20 14:39:00,0.21,0.42
23549,WRAP BIRD GARDEN,Garden,Wrap,2011-07-19 11:57:00,0.21,0.42
23550,WRAP ALPHABET POSTER,General Merchandise,Wrap,2011-07-18 11:42:00,0.21,0.42
23551,PACK OF 12 PAISLEY PARK TISSUES,General Merchandise,Pack,2011-09-01 15:56:00,0.2,0.39
23552,BICYCLE PUNCTURE REPAIR KIT,General Merchandise,Bicycle,2011-11-25 10:58:00,1.04,2.08
23553,LANDMARK FRAME CAMDEN TOWN,Home & Decor,Landmark,2011-10-20 10:04:00,6.25,12.5
23554,LANDMARK FRAME OXFORD STREET,Home & Decor,Landmark,2011-10-19 12:28:00,6.25,12.5
23555,LANDMARK FRAME NOTTING HILL,Home & Decor,Landmark,2011-10-19 14:12:00,6.25,12.5
23556,LANDMARK FRAME COVENT GARDEN,Home & Decor,Landmark,2011-10-19 12:28:00,6.25,12.5
23557,LANDMARK FRAME BAKER STREET,Home & Decor,Landmark,2011-10-19 13:23:00,6.25,12.5
23558,LANDMARK FRAME LONDON BRIDGE,Home & Decor,Landmark,2011-10-19 12:28:00,6.25,12.5
23559,WOODLAND BUNNIES LOLLY MAKERS,General Merchandise,Woodland,2011-09-08 13:07:00,1.04,2.08
23560,SET OF 6 RIBBONS COUNTRY STYLE,Stationery & Cards,Set,2011-11-27 11:57:00,1.59,2.89
23561,SET OF 6 RIBBONS PARTY,Stationery & Cards,Set,2011-11-27 13:29:00,1.59,2.89
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,Stationery & Cards,Set,2011-11-27 12:29:00,1.59,2.89
23564,EGG CUP MILKMAID INGRID,Kitchenware,Egg,2011-10-13 13:50:00,0.62,1.25
23565,EGG CUP MILKMAID HELGA,Kitchenware,Egg,2011-10-16 12:19:00,0.62,1.25
23566,EGG CUP MILKMAID HEIDI,Kitchenware,Egg,2011-10-17 10:10:00,0.62,1.25
23567,EGG CUP HENRIETTA HEN PINK,Kitchenware,Egg,2011-10-14 09:35:00,0.62,1.25
23568,EGG CUP HENRIETTA HEN CREAM,Kitchenware,Egg,2011-10-16 16:13:00,0.62,1.25
23569,TRADTIONAL ALPHABET STAMP SET,General Merchandise,Tradtional,2011-10-21 15:36:00,2.48,4.95
23570,TRADITIONAL PICK UP STICKS GAME,Toys & Games,Traditional,2011-10-21 13:13:00,0.62,1.25
23571,TRADITIONAL NAUGHTS & CROSSES,General Merchandise,Traditional,2011-10-21 14:23:00,0.82,1.65
23574,PACKING CHARGE,General Merchandise,Packing,2011-07-06 13:04:00,3.75,7.5
23575,SNACK TRAY PAISLEY PARK,General Merchandise,Snack,2011-11-27 11:57:00,0.98,1.95
23576,SNACK TRAY RED VINTAGE DOILY,General Merchandise,Snack,2011-11-27 12:13:00,0.98,1.95
23578,SNACK TRAY RED GINGHAM,General Merchandise,Snack,2011-11-27 11:18:00,0.98,1.95
23579,SNACK TRAY I LOVE LONDON,General Merchandise,Snack,2011-10-18 13:11:00,0.98,1.95
23580,SNACK TRAY HAPPY FOREST,General Merchandise,Snack,2011-11-27 11:57:00,0.98,1.95
23581,JUMBO BAG PAISLEY PARK,Bags & Accessories,Jumbo,2011-10-25 10:31:00,1.04,2.08
23582,VINTAGE DOILY JUMBO BAG RED,Bags & Accessories,Vintage,2011-10-25 09:07:00,1.04,2.08
23583,LUNCH BAG PAISLEY PARK,Bags & Accessories,Lunch,2011-10-25 09:31:00,0.82,1.65
23597,PAPER BUNTING PAISLEY PARK,Stationery & Cards,Paper,2011-11-10 16:27:00,1.62,2.95
23598,PAPER BUNTING VINTAGE PARTY,Stationery & Cards,Paper,2011-11-10 16:20:00,1.62,2.95
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,Stationery & Cards,Set,2011-09-23 17:04:00,1.37,2.49
23602,SET 10 CARDS 3 WISE MEN 17107,Stationery & Cards,Set,2011-11-11 13:06:00,1.6,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,Seasonal & Christmas,Set,2011-10-14 17:17:00,1.12,2.49
23604,SET 10 MINI SANTA & SNOWMAN  17087,Seasonal & Christmas,Set,2011-10-03 16:14:00,0.75,1.66
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,Seasonal & Christmas,Set,2011-10-05 15:56:00,1.31,2.91
23607,SET 10 CARDS HATS & STOCKINGS 17081,Stationery & Cards,Set,2011-09-13 16:05:00,0.91,1.66
23608,SET 10 CARDS RUDOLPHS NOSE 17097,Stationery & Cards,Set,2011-11-03 15:56:00,1.6,2.91
23609,SET 10 CARDS SNOWY ROBIN 17099,Stationery & Cards,Set,2011-11-28 15:31:00,1.6,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,Seasonal & Christmas,Set,2011-09-23 17:02:00,0.94,2.08
23611,SET 10 CARDS RED RIDING HOOD 17214,Stationery & Cards,Set,2011-09-12 15:40:00,1.37,2.49
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,Seasonal & Christmas,Set,2011-10-06 16:08:00,0.75,1.66
23613,SET 10 XMAS CARDS & BADGES 17070,Seasonal & Christmas,Set,2011-09-07 16:48:00,1.12,2.49
23614,SET 10 CARDS 12 DAYS WRAP  17058,Stationery & Cards,Set,2011-09-07 12:02:00,1.83,3.33
23615,SET 10 CARDS PRINTED GRAPHIC 17219,Stationery & Cards,Set,2011-10-27 17:15:00,1.37,2.49
23616,SET 10 CARDS JINGLE BELLS 17217,Stationery & Cards,Set,2011-11-09 16:14:00,1.37,2.49
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,Seasonal & Christmas,Set,2011-11-29 16:47:00,1.31,2.91
23619,SET 10 CARDS POINSETTIA 17093,Stationery & Cards,Set,2011-10-05 15:56:00,1.37,2.49
23620,SET 10 CARDS PERFECT POST 17090,Stationery & Cards,Set,2011-09-02 16:39:00,1.37,2.49
23621,SET 10 CARDS DAVID'S MADONNA 17074,Stationery & Cards,Set,2011-11-11 09:05:00,1.37,2.49
23623,SET 10 CARD CHRISTMAS WELCOME 17112,Seasonal & Christmas,Set,2011-09-02 16:39:00,1.31,2.91
23624,SET 10 CARD PERFECT NATIVITY 17089,Stationery & Cards,Set,2011-09-22 16:28:00,1.37,2.49
23625,SET 6 CARDS SPARKLY REINDEER 17262,Seasonal & Christmas,Set,2011-09-15 16:32:00,2.25,4.99
23626,SET 10 CARDS DINKY TREE 17076,Stationery & Cards,Set,2011-10-03 16:14:00,1.37,2.49
23627,SET 10 CARDS XMAS GRAPHIC  17218,Seasonal & Christmas,Set,2011-11-11 09:05:00,1.12,2.49
23628,SET 10 CARDS TRIANGLE ICONS  17220,Stationery & Cards,Set,2011-10-31 14:41:00,1.6,2.91
23629,SET 10 CARDS DRESSING UP 17077,Stationery & Cards,Set,2011-09-21 15:43:00,1.37,2.49
23630,SET 10 CARDS HANGING BAUBLES 17080,Stationery & Cards,Set,2011-09-22 09:38:00,1.51,2.74
23632,SET 10 CARDS CHEERFUL ROBIN 17065,Stationery & Cards,Set,2011-09-23 17:04:00,1.14,2.08
23633,SET 10 CARDS WORLD CHILDREN 17067,Stationery & Cards,Set,2011-10-31 14:41:00,1.37,2.49
23634,SET 10 CARDS XMAS CHOIR 17068,Seasonal & Christmas,Set,2011-09-02 16:39:00,1.31,2.91
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,Seasonal & Christmas,Set,2011-10-05 15:56:00,1.87,4.16
23636,SET 10 CARDS WISHING TREE 17116,Stationery & Cards,Set,2011-10-24 17:03:00,1.6,2.91
23637,SET 10 CARDS OUT OF ORDER 17216,Stationery & Cards,Set,2011-09-07 12:02:00,1.37,2.49
23638,SET 10 CARDS ROBIN WATERPUMP  17096,Stationery & Cards,Set,2011-09-27 18:41:00,1.6,2.91
23639,SET 10 CARDS MAGICAL TREE 17086,Stationery & Cards,Set,2011-09-15 16:32:00,1.83,3.33
23640,SET 10 CARDS SCOTTIE DOG 17211,Stationery & Cards,Set,2011-09-07 16:15:00,1.37,2.49
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,Seasonal & Christmas,Set,2011-10-31 14:41:00,1.5,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,Seasonal & Christmas,Set,2011-09-30 17:22:00,1.5,3.33
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,Seasonal & Christmas,Set,2011-10-27 17:15:00,1.12,2.49
23646,SET 10 CARDS JINGLE BELLS 16957,Stationery & Cards,Set,2011-09-07 16:48:00,1.37,2.49
23649,SET 10 CARDS DECK THE HALLS 16960,Stationery & Cards,Set,2011-11-15 17:00:00,1.37,2.49
23650,SET 10 CARDS FILIGREE BAUBLE 16961,Stationery & Cards,Set,2011-09-27 18:41:00,1.37,2.49
23652,SET 10 CARD CHRISTMAS STAMPS 16963,Seasonal & Christmas,Set,2011-11-17 15:17:00,1.31,2.91
23654,SET 10 CARD SNOWMAN 16965,Seasonal & Christmas,Set,2011-10-27 17:15:00,1.12,2.49
23660,HENRIETTA HEN MUG,Kitchenware,Henrietta,2011-10-13 13:43:00,0.82,1.65
23661,MILK MAIDS MUG,Kitchenware,Milk,2011-10-13 13:43:00,0.82,1.65
23664,FLOWER SHOP DESIGN MUG,Kitchenware,Flower,2011-11-11 15:28:00,0.82,1.65
23681,LUNCH BAG RED VINTAGE DOILY,Bags & Accessories,Lunch,2011-11-06 12:36:00,0.82,1.65
23691,WRAP KEEP CALM BIRTHDAY,General Merchandise,Wrap,2011-11-02 11:52:00,0.21,0.42
23692,WRAP A PRETTY THANK YOU,General Merchandise,Wrap,2011-11-09 11:17:00,0.21,0.42
23694,PAISLEY PARK CARD,Stationery & Cards,Paisley,2011-11-14 13:42:00,0.23,0.42
23695,DOILY THANK YOU CARD,Stationery & Cards,Doily,2011-11-09 14:11:00,0.23,0.42
23697,A PRETTY THANK YOU CARD,Stationery & Cards,A,2011-11-09 14:11:00,0.23,0.42
23702,High Resolution Image,General Merchandise,High,2011-10-19 10:33:00,1.5,3.0
23843,"PAPER CRAFT , LITTLE BIRDIE",Stationery & Cards,Paper,2011-12-09 09:15:00,1.14,2.08
30086C,ASSORTED FRUIT STRAWS,General Merchandise,Assorted,2009-12-01 14:28:00,0.85,1.7
35001B,HAND OPEN SHAPE BLACK,Stationery & Cards,Hand,2009-12-17 13:35:00,1.92,3.49
35001G,HAND OPEN SHAPE GOLD,Stationery & Cards,Hand,2009-12-01 13:41:00,2.34,4.25
35001P,HAND OPEN SHAPE PINK,Stationery & Cards,Hand,2009-12-14 15:06:00,1.92,3.49
35001W,HAND OPEN SHAPE DECO.WHITE,Stationery & Cards,Hand,2009-12-01 13:50:00,1.92,3.49
35004B,SET OF 3 BLACK FLYING DUCKS,General Merchandise,Set,2009-12-01 09:06:00,2.9,5.79
35004C,SET OF 3 COLOURED  FLYING DUCKS,General Merchandise,Set,2009-12-01 14:47:00,2.72,5.45
35004G,SET OF 3 GOLD FLYING DUCKS,General Merchandise,Set,2009-12-01 14:43:00,3.18,6.35
35004P,SET OF 3 PINK FLYING DUCKS,General Merchandise,Set,2009-12-01 12:32:00,2.84,5.68
35004S,SET OF 3 SILVER FLYING DUCKS,General Merchandise,Set,2009-12-01 14:28:00,3.18,6.35
35015,JACOBS LADDER SMALL,General Merchandise,Jacobs,2009-12-02 16:18:00,0.03,0.06
35051B,PINK BEADED CONE CHRISTMAS,Seasonal & Christmas,Pink,2009-12-01 12:57:00,0.19,0.42
35071,ASSORTED SANTA CHRISTMAS DECORATION,Seasonal & Christmas,Assorted,2009-12-01 11:41:00,0.38,0.85
35085E,IVORY ROSE LAMPSHADE,General Merchandise,Ivory,2009-12-01 16:17:00,0.62,1.25
35095A,BLUE VICTORIAN FABRIC OVAL BOX,General Merchandise,Blue,2009-12-01 16:34:00,0.42,0.83
35095B,RED VICTORIAN FABRIC OVAL BOX,General Merchandise,Red,2009-12-01 16:34:00,0.21,0.42
35096A,BLUE VICTORIAN FABRIC HEART BOX,General Merchandise,Blue,2009-12-02 10:09:00,0.42,0.84
35096B,RED VICTORIAN FABRIC HEART BOX,General Merchandise,Red,2009-12-02 14:43:00,0.21,0.42
35160,BUDDHA INCENSE HOLDER ASSORTED,Home & Decor,Buddha,2009-12-01 12:56:00,0.42,0.85
35233,PASTA ENAMEL/BRASS CONTAINER,General Merchandise,Pasta,2009-12-08 15:00:00,1.88,3.75
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,General Merchandise,Enamel,2010-05-27 19:53:00,4.24,8.49
35241,ENAMEL BLUE RIM BISCUIT BIN,General Merchandise,Enamel,2009-12-02 15:04:00,2.48,4.95
35265,COLOURFUL FLOWER FRUIT BOWL,Kitchenware,Colourful,2010-05-25 16:48:00,0.98,1.95
35271S,GOLD PRINT PAPER BAG,Bags & Accessories,Gold,2009-12-05 13:29:00,0.1,0.19
35400,WOODEN BOX ADVENT CALENDAR,Seasonal & Christmas,Wooden,2009-12-01 09:08:00,4.03,8.95
35443,RASTA IN BATH W SPLIFF ASHTRAY,General Merchandise,Rasta,2009-12-06 12:42:00,0.42,0.85
35471A,SET OF 3 BIRD L.BLUE FEATHER,General Merchandise,Set,2009-12-01 14:28:00,0.62,1.25
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,Home & Decor,Set,2009-12-01 14:28:00,0.62,1.25
35537,CANDLE RING W/CLEAR BEADS,Home & Decor,Candle,2009-12-06 15:01:00,0.21,0.42
35591T,TURQUOISE CHRISTMAS TREE,Seasonal & Christmas,Turquoise,2010-09-05 14:01:00,0.56,1.25
35594,WOODEN CHRISTMAS TREE 3 HANGING,Seasonal & Christmas,Wooden,2009-12-01 14:28:00,0.19,0.42
35596,WOOD XMAS TREE 9 FIG SHELVES,Seasonal & Christmas,Wood,2010-10-12 11:39:00,0.38,0.85
35597A,DUSTY PINK CHRISTMAS TREE 30CM,Seasonal & Christmas,Dusty,2010-09-06 11:28:00,0.56,1.25
35597B,BLACKCHRISTMAS TREE 30CM,Seasonal & Christmas,Blackchristmas,2009-12-13 15:54:00,0.56,1.25
35597D,PINK/WHITE CHRISTMAS TREE 30CM,Seasonal & Christmas,Pink/White,2009-12-04 13:31:00,0.29,0.65
35598A,DUSTY PINK CHRISTMAS TREE 60CM,Seasonal & Christmas,Dusty,2009-12-07 12:26:00,1.33,2.95
35598B,BLACK CHRISTMAS TREE 60CM,Seasonal & Christmas,Black,2009-12-01 14:28:00,1.33,2.95
35598C,WHITE CHRISTMAS TREE 60CM,Seasonal & Christmas,White,2009-12-18 16:36:00,1.33,2.95
35598D,PINK/WHITE CHRISTMAS TREE 60CM,Seasonal & Christmas,Pink/White,2009-12-02 14:43:00,0.56,1.25
35599B,BLACK CHRISTMAS TREE 120CM,Seasonal & Christmas,Black,2009-12-02 12:06:00,2.66,5.91
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,Seasonal & Christmas,Pink,2009-12-01 14:28:00,2.66,5.91
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,Seasonal & Christmas,Pink,2009-12-01 14:28:00,1.33,2.95
35603B,S/16 BLACK SHINY/MAT BAUBLES,General Merchandise,S/16,2009-12-17 19:33:00,0.21,0.42
35603C,SET/16 WHITE SHINY & MATT BAUBLES,General Merchandise,Set/16,2009-12-02 15:15:00,0.21,0.42
35607A,PINK FLUFFY CHRISTMAS DECORATION,Seasonal & Christmas,Pink,2009-12-11 12:31:00,0.09,0.19
35607B,BLACK FEATHER CHRISTMAS DECORATION,Seasonal & Christmas,Black,2009-12-11 11:52:00,0.09,0.19
35609A,PINK FEATHER CHRISTMAS DECORATION,Seasonal & Christmas,Pink,2009-12-02 14:36:00,0.09,0.19
35610A,PINK CHRISTMAS FLOCK DROPLET,Seasonal & Christmas,Pink,2009-12-07 17:56:00,0.56,1.25
35610B,BLACK CHRISTMAS FLOCK DROPLET,Seasonal & Christmas,Black,2009-12-02 13:10:00,0.56,1.25
35610C,WHITE CHRISTMAS FLOCK DROPLET,Seasonal & Christmas,White,2009-12-10 09:49:00,0.56,1.25
35611B,BLACK ASSORTED DROPLET DECORATION,Home & Decor,Black,2009-12-03 14:39:00,0.19,0.38
35633B,BLUE TINSEL GARLAND,General Merchandise,Blue,2009-12-04 15:40:00,0.1,0.19
35637A,IVORY STRING CURTAIN WITH POLE,General Merchandise,Ivory,2009-12-13 15:16:00,2.98,5.95
35637C,PINK STRING CURTAIN WITH POLE,General Merchandise,Pink,2010-01-14 08:30:00,2.98,5.95
35638A,PINK AND BLACK STRING CURTAIN,General Merchandise,Pink,2010-01-25 14:01:00,1.98,3.95
35638B,PINK/BLUE STRING CURTAIN,General Merchandise,Pink/Blue,2009-12-09 09:42:00,2.98,5.95
35644,PAIR PINK/BLACK COATHANGERS,General Merchandise,Pair,2010-02-03 13:52:00,0.98,1.95
35645,VINTAGE BEAD PINK JEWEL BOX,General Merchandise,Vintage,2009-12-09 14:48:00,2.12,4.25
35646,VINTAGE BEAD PINK EVENING BAG,Bags & Accessories,Vintage,2009-12-02 10:02:00,1.23,2.46
35647,VINTAGE BEAD PINK SHADE,General Merchandise,Vintage,2009-12-08 15:49:00,0.62,1.25
35648,VINTAGE BEAD PINK PURSE,Bags & Accessories,Vintage,2009-12-02 10:02:00,0.82,1.63
35649,VINTAGE BEAD COSMETIC BAG,Bags & Accessories,Vintage,2009-12-02 10:02:00,1.23,2.46
35650,VINTAGE BEAD PINK JEWEL STAND,General Merchandise,Vintage,2010-06-03 12:38:00,2.48,4.95
35651,VINTAGE BEAD PINK SCARF,General Merchandise,Vintage,2009-12-02 10:02:00,0.82,1.65
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,General Merchandise,Vintage,2009-12-16 12:29:00,1.81,3.62
35653,VINTAGE BEAD NOTEBOOK,Stationery & Cards,Vintage,2009-12-02 14:43:00,1.62,2.95
35654,VINTAGE BEAD FILLED PINK CUSHION,Home & Decor,Vintage,2010-01-05 12:06:00,2.48,4.95
35751C,PURPLE CURRENT CANDLE RING,Home & Decor,Purple,2009-12-01 11:41:00,0.24,0.47
35751D,PINK CURRENT CANDLE RING,Home & Decor,Pink,2009-12-02 16:18:00,0.1,0.19
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,Seasonal & Christmas,S/3,2009-12-01 14:56:00,1.33,2.95
35809A,ENAMEL PINK TEA CONTAINER,General Merchandise,Enamel,2009-12-03 12:10:00,1.05,2.1
35809B,ENAMEL BLUE RIM TEA CONTAINER,General Merchandise,Enamel,2009-12-02 13:57:00,1.05,2.1
35810A,ENAMEL PINK COFFEE CONTAINER,General Merchandise,Enamel,2009-12-03 12:10:00,1.05,2.1
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,General Merchandise,Enamel,2009-12-02 13:57:00,1.05,2.1
35811A,ENAMEL PINK SUGAR CONTAINER,General Merchandise,Enamel,2009-12-03 12:10:00,1.05,2.1
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",General Merchandise,Acrylic,2009-12-07 18:02:00,0.19,0.38
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",General Merchandise,Acrylic,2010-10-18 16:52:00,0.19,0.38
35816B,"ACRYLIC JEWEL ANGEL,BLUE",General Merchandise,Acrylic,2009-12-16 11:57:00,0.62,1.25
35816P,"ACRYLIC JEWEL ANGEL,PINK",General Merchandise,Acrylic,2010-02-18 13:29:00,0.62,1.25
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",General Merchandise,Acrylic,2009-12-03 13:25:00,1.27,2.55
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",General Merchandise,Acrylic,2010-05-14 12:00:00,0.19,0.38
35818B,"ACRYLIC JEWEL ICICLE, BLUE",General Merchandise,Acrylic,2010-04-13 14:27:00,0.19,0.38
35818C,"ACRYLIC JEWEL ICICLE, CLEAR",General Merchandise,Acrylic,2009-12-14 17:16:00,1.72,3.43
35818P,"ACRYLIC JEWEL ICICLE, PINK",General Merchandise,Acrylic,2010-05-14 12:00:00,0.19,0.38
35819B,"ACRYLIC HANGING JEWEL,BLUE",General Merchandise,Acrylic,2009-12-14 18:03:00,0.19,0.38
35819P,"ACRYLIC HANGING JEWEL,PINK",General Merchandise,Acrylic,2011-09-16 13:13:00,0.19,0.38
35821B,"JEWELLED DECORATION,BLUE",Home & Decor,Jewelled,2009-12-10 08:29:00,0.19,0.38
35821P,"JEWELLED DECORATION,PINK",Home & Decor,Jewelled,2009-12-02 15:51:00,1.48,2.95
35822B,"ACRYLIC BEAD CHAIN, BLUE",General Merchandise,Acrylic,2010-01-27 12:39:00,0.19,0.38
35822P,"ACRYLIC BEAD CHAIN, PINK",General Merchandise,Acrylic,2010-01-27 12:39:00,0.19,0.38
35823P,"ACRYLIC BEAD GARLAND,PINK",General Merchandise,Acrylic,2010-02-21 12:42:00,1.48,2.95
35824B,"HANGING FLOWERS+MIRROR,BLUE",General Merchandise,Hanging,2009-12-10 08:29:00,0.19,0.38
35824C,"HANGING FLOWERS+MIRROR,CLEAR",General Merchandise,Hanging,2009-12-03 13:25:00,0.47,0.94
35824P,"HANGING FLOWERS+MIRROR,PINK",General Merchandise,Hanging,2010-03-22 14:34:00,0.19,0.38
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,Seasonal & Christmas,Woolly,2009-12-01 14:43:00,1.33,2.95
35833G,4 GOLD FLOCK CHRISTMAS BALLS,Seasonal & Christmas,4,2009-12-06 14:03:00,0.56,1.25
35833P,4 PINK FLOCK CHRISTMAS BALLS,Seasonal & Christmas,4,2009-12-06 14:03:00,0.56,1.25
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,General Merchandise,Set,2009-12-10 12:44:00,0.42,0.85
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,Home & Decor,S/6,2009-12-07 13:48:00,0.42,0.85
35838B,S/6 SILVER ORNAMENETAL CANDLE,Home & Decor,S/6,2009-12-09 14:30:00,0.42,0.85
35840,FLAT GLASS  BAUBLE WHITE FLOCK,General Merchandise,Flat,2009-12-04 09:43:00,1.27,2.55
35909A,RABBIT EASTER DECORATION,Home & Decor,Rabbit,2010-02-23 12:55:00,1.48,2.95
35909B,PINK FLOWERS RABBIT EASTER,General Merchandise,Pink,2009-12-06 13:53:00,1.48,2.95
35910A,MULTICOLOUR EASTER RABBIT,General Merchandise,Multicolour,2009-12-13 13:27:00,0.98,1.95
35910B,PINK FLOWERS RABBIT EASTER,General Merchandise,Pink,2010-01-07 12:22:00,0.98,1.95
35911A,MULTICOLOUR RABBIT EGG WARMER,General Merchandise,Multicolour,2009-12-02 15:41:00,0.42,0.85
35911B,PINK/FLOWER RABBIT EGG WARMER,General Merchandise,Pink/Flower,2009-12-11 16:11:00,1.05,2.1
35912B,WHITE/PINK CHICK DECORATION,Home & Decor,White/Pink,2010-01-07 12:22:00,0.62,1.25
35913B,WHITE/PINK CHICK EASTER DECORATION,Home & Decor,White/Pink,2010-01-07 12:22:00,0.42,0.85
35914,PINK CHICK EGG WARMER + EGG CUP,Kitchenware,Pink,2009-12-02 13:06:00,0.42,0.85
35915A,CREAM KNITTED HEN,General Merchandise,Cream,2009-12-18 10:59:00,0.64,1.27
35915B,BLUE KNITTED HEN,General Merchandise,Blue,2009-12-18 10:59:00,0.42,0.83
35915C,PEACH KNITTED HEN,General Merchandise,Peach,2009-12-03 14:39:00,0.42,0.83
35916A,YELLOW FELT HANGING HEART W FLOWER,General Merchandise,Yellow,2009-12-07 17:56:00,0.37,0.74
35916B,BLUE FELT HANGING HEART WITH FLOWER,General Merchandise,Blue,2009-12-01 09:57:00,0.32,0.63
35916C,PINK FELT HANGING HEART W FLOWER,General Merchandise,Pink,2009-12-01 09:57:00,0.82,1.63
35918B,BLUE FLORIBUNDA EGG WARMER,General Merchandise,Blue,2009-12-02 13:06:00,0.62,1.25
35920,FOUR RABBIT EASTER DECORATIONS,Home & Decor,Four,2010-01-27 16:41:00,0.62,1.25
